air_pressure_9am,air_temp_9am,avg_wind_direction_9am,avg_wind_speed_9am,max_wind_direction_9am,max_wind_speed_9am,rain_accumulation_9am,rain_duration_9am,relative_humidity_9am,high_humidity_3pm
918.06,74.822,271.1,2.0803542,295.4,2.8632832,0.0,0.0,42.42,1
917.3476881000001,71.40384263,101.93517940000001,2.443009216,140.4715485,3.533323602,0.0,0.0,24.32869729,0
923.04,60.638000000000005,51.0,17.0678522,63.7,22.1009672,0.0,20.0,8.9,0
920.5027512,70.13889487,198.8321327,4.337363056,211.2033412,5.19004536,0.0,0.0,12.18910187,0
921.16,44.294,277.8,1.8566601999999999,136.5,2.8632832,8.9,14730.0,92.41,1
915.3,78.404,182.8,9.9320136,189.0,10.9833754,0.02,170.0,35.13,1
915.5988675000001,70.04330432,177.87540719999998,3.745586538,186.6066959,4.589632429,0.0,0.0,10.65742166,0
918.07,51.71,242.4,2.5277422,271.6,3.6462122000000003,0.0,0.0,80.47,1
920.08,80.582,40.7,4.5186188,63.0,5.8831522000000005,0.0,0.0,29.58,0
915.01,47.498000000000005,163.1,4.9436374,195.9,6.576603599999999,0.0,0.0,88.6,1
919.65,77.036,70.6,3.8251673999999998,85.5,4.7646822,0.0,0.0,22.07,1
915.64,45.716,241.6,5.8607828,265.8,8.0306146,0.55,1770.0,90.56,1
917.39,49.784,204.1,1.2750558,211.8,2.013246,0.0,0.0,73.15,1
920.82,62.438,213.6,2.6172197999999995,165.7,3.3106712,0.0,0.0,43.64,1
911.0,86.432,202.9,1.2079476,162.9,1.677705,0.0,0.0,15.19,0
922.3831312000001,70.86526349,36.17417478,1.847278084,58.42863249,2.529142074,0.0,0.0,12.11088934,0
917.89,,169.2,2.1922012000000004,196.8,2.9303914,0.0,0.0,48.99,1
916.9152554,77.01896058,234.53934500000003,2.274725297,229.47419869999996,2.9065131089999996,0.0,0.0,21.03146177,0
918.8,67.082,176.1,4.8765292,183.4,5.5699806,0.0,0.0,18.9,1
922.04,68.57600000000001,58.3,9.551733800000001,81.9,12.5716028,0.0,0.0,7.54,0
919.9922622000001,62.96438312,54.79909362,12.68043574,74.25422349,15.45230581,0.0,0.0,18.80951786,0
917.23,67.676,177.8,2.460634,93.2,3.2883017999999997,0.0,0.0,40.64,1
921.125626,68.81877189,71.79909228,2.576537767,95.47233356,3.487443587,0.0,0.0,11.74220123,0
920.35,47.57,192.1,6.263432,205.7,7.605596,0.0,0.0,54.55,1
921.7882288999999,71.65957221,217.4055201,1.946446506,253.75800299999997,2.7197116589999997,0.0,0.0,11.19424977,0
918.03,50.666000000000004,128.9,2.5277422,117.4,4.0041226000000005,0.0,0.0,76.88,1
914.49,49.891999999999996,163.0,4.8541598,189.6,6.7331894,0.0,0.0,92.1,1
914.9,78.62,203.3,1.8119214,240.0,2.7514362,0.0,220.0,47.89,1
915.84,40.118,171.9,10.535987400000002,188.0,12.9295132,0.0,0.0,86.43,1
916.31,45.428000000000004,183.1,8.3437862,194.6,10.088599400000001,0.0,0.0,86.15,1
919.35,91.11200000000001,96.4,2.5277422,96.3,3.3777794,0.0,0.0,25.62,1
916.28,55.544,174.6,2.5948504,191.7,3.3777794,0.0,0.0,79.92,1
918.7,76.226,184.6,4.0936002,194.9,4.7423128,0.0,0.0,19.17,1
918.37,63.913999999999994,53.7,14.4506324,72.1,17.045482800000002,0.0,0.0,19.68,0
923.6,59.882,192.8,4.2949247999999995,203.5,5.1897008,0.0,0.0,22.47,0
917.3,85.08200000000001,149.7,2.013246,71.0,2.8632832,0.0,0.0,32.02,1
912.64,53.996,177.7,6.822667,190.7,8.6345884,0.0,0.0,89.77,1
914.67,64.166,137.8,2.125093,177.0,2.7290667999999996,0.0,0.0,58.57,1
914.66,50.36,177.6,8.522741400000001,186.3,10.0214912,0.0,20.0,91.22,1
921.9699513,60.95534153,164.621486,1.664442299,195.7799675,2.3671811330000003,0.0,0.0,12.1096289,0
919.3,64.22,182.2,10.7596814,186.5,11.788673800000002,0.0,0.0,34.63,1
921.09,68.666,50.7,14.204569000000001,62.5,17.045482800000002,0.0,0.0,17.58,0
921.5,49.55,90.7,1.7448131999999998,112.3,2.684328,1.53,5420.0,34.35,1
914.9,64.688,174.6,5.6594582,184.5,6.8674058,0.0,0.0,43.37,1
924.2,68.882,56.3,9.8872748,69.0,11.8781514,0.0,0.0,14.23,0
914.54,67.658,170.2,8.2543086,184.3,10.849159,0.0,0.0,35.05,1
917.9,65.66,183.7,6.0621074,188.5,6.5094954000000005,0.021,319.0,74.22,1
916.05,87.18799999999999,210.0,1.565858,109.3,2.5948504,0.0,0.0,12.88,0
920.23,67.316,153.2,1.230317,136.9,2.0803542,0.0,0.0,13.89,0
923.6636768,69.03107042,64.68990787,7.55777528,73.04923224,8.819354482,0.0,0.0,14.69250133,0
921.9,65.876,199.0,4.496249400000001,207.2,5.3239171999999995,0.0,0.0,10.35,0
918.58,76.982,150.7,1.3197946000000003,182.0,1.9461378,0.0,0.0,15.54,1
922.36,74.336,166.9,4.1830777999999995,210.0,6.9121445999999995,0.0,0.0,12.48,0
922.928409,68.92146556,54.66611121,9.787407400000001,82.62134109,13.33468856,0.0,0.0,8.082800654,0
923.01855,70.33053243,152.56354209999998,3.059696039,181.27478,4.269037625,0.0,0.0,22.85968417,0
916.42,45.013999999999996,82.8,3.0646077999999997,129.8,4.8094209999999995,8.74,7000.0,57.71,1
922.57,45.626000000000005,182.8,5.2120702,191.4,6.017368599999999,0.0,0.0,85.71,1
920.03,66.992,172.5,2.460634,168.1,3.3106712,0.0,0.0,29.89,1
919.09,76.766,166.2,1.2974252,199.0,1.8119214,0.0,0.0,19.74,0
916.18,61.303999999999995,173.6,1.7224438000000002,209.4,2.5277422,0.0,0.0,78.78,1
917.8,73.778,181.9,0.9395148000000001,185.3,1.5434886,0.0,0.0,11.48,0
918.54,46.652,213.6,16.4862478,221.2,18.029736399999997,0.08,1153.0,91.36,1
918.24,61.988,78.4,4.4515106,45.1,5.8384134,0.0,0.0,60.65,1
917.02,53.258,180.2,3.131716,216.6,4.4515106,0.0,0.0,25.09,1
919.41,78.314,183.7,3.7580592000000004,42.7,5.3910254,0.0,0.0,29.71,0
921.29,83.228,162.6,2.6619585999999997,194.0,3.5567346,0.0,0.0,16.5,0
922.06,61.754,56.2,10.4241404,77.0,13.42164,0.0,0.0,17.7,0
925.5882713999999,66.35298837,56.06405656,17.52793246,67.93988014,20.97118326,0.0,0.0,14.424621400000001,0
917.58,69.368,180.7,6.956883400000001,191.7,8.6345884,0.0,0.0,28.63,1
922.2062329,57.03648251,48.36270145,12.38532935,64.90532836,15.78933106,0.0,0.0,14.9694299,0
917.7625807000001,82.06433413,110.2578524,2.234508146,129.7798795,3.206254488,0.0,0.0,16.57866197,0
925.0971257000001,57.13349912,52.96893276,14.61830695,69.00705655,19.21431385,0.0,1.5404482940000002,18.64230606,0
920.7428233999999,74.51537627,51.42271867,13.87609399,66.85476324,16.98617834,0.01,75.86295265,9.406636211,0
916.75,54.571999999999996,233.5,1.5211192,231.8,2.2816788,0.0,0.0,89.84,1
922.79,53.978,182.6,1.8566601999999999,208.2,2.6395892000000005,0.02,180.0,17.39,1
920.1,53.492,186.1,13.4440094,193.8,15.367777800000002,0.0,0.0,31.47,1
922.0704549000001,76.74220082,165.73640759999998,3.771458562,205.6703539,6.004160988,0.0,0.0,13.56782358,0
921.61,38.138000000000005,46.6,4.5186188,59.6,5.5252418,0.0,0.0,29.8,0
916.22,68.252,183.1,9.9320136,190.8,11.162330599999999,0.0,0.0,24.66,1
915.57,61.34,174.3,4.8988986,180.6,5.5028724,0.0,0.0,13.89,1
916.8,65.444,164.4,3.5567346,196.6,4.7199434,0.0,0.0,21.61,1
917.46,58.298,182.3,5.905521599999999,190.3,6.934514,0.0,0.0,25.76,1
925.74,49.55,154.2,2.3264176,197.1,3.4001487999999997,0.0,0.0,69.78,1
917.67,43.861999999999995,192.9,5.8384134,206.4,7.270055,0.0,0.0,85.18,0
920.93,63.824,196.4,7.6503347999999995,204.0,8.5674802,0.0,0.0,20.63,1
916.82,50.288000000000004,73.7,2.684328,90.4,3.4225182000000003,0.47,1030.0,58.73,1
917.2683056,85.66162976,266.4934619,2.158058057,194.70251140000002,2.829140057,0.031174102000000002,70.52665037,31.21856628,0
921.39,76.082,225.1,1.901399,251.1,2.5724810000000002,0.04,300.0,47.52,0
915.9144357000001,69.38887311,46.73617058,10.97695077,64.64468233,14.29761714,0.0,9.397156951,8.498335362999999,0
919.0,68.16199999999999,98.6,1.7224438000000002,126.4,2.3040482000000004,0.0,0.0,34.63,1
918.8846912,72.89987778,163.5151929,1.026577543,196.1572631,1.482193818,0.0,0.0,18.91876489,0
915.32,83.84,219.9,1.5211192,245.0,2.0579848000000003,0.0,0.0,17.49,1
918.8503360999999,74.08463941,69.44844917,3.416405485,103.0589152,4.748526322,0.0,0.0,11.07931552,0
921.4081299000001,47.97039461,46.31142851,10.99845315,67.23285724,14.38541279,0.0,0.0,22.14770138,0
913.3,79.376,52.2,3.2211936000000003,37.4,4.0936002,0.0,0.0,13.07,1
927.61,54.896,55.0,4.9883762,53.4,7.202946799999999,0.0,0.0,13.51,0
921.8744784,68.09384795,70.90865373,2.14658555,96.09530367,2.8912946710000003,0.0,0.0,12.47944521,0
921.54,43.16,52.5,23.5549782,68.0,29.840779600000005,0.05,100.0,19.38,0
916.52,51.638000000000005,190.8,7.404271400000001,198.0,8.388525,0.37,2170.0,91.69,1
921.39,46.67,46.0,1.7000743999999999,72.7,2.2145706,0.0,0.0,38.09,1
918.9,77.558,212.0,1.1855782,154.1,1.8342908,0.0,0.0,62.1,1
919.56,78.476,179.3,5.9502604,192.2,6.979252799999999,0.0,0.0,20.19,0
919.4478167000001,61.518660100000005,53.18264797,14.40562685,72.12874178,17.6112668,0.0,0.0,19.53916528,0
921.5,54.536,220.0,5.0107456,234.9,6.442387200000001,0.0,0.0,82.28,1
919.7734055999999,68.72379995,55.22713277,16.12642905,74.30451646,20.82389079,0.0,0.0,15.05815004,0
917.4,73.868,181.7,4.138339,189.8,4.7646822,0.05,460.0,58.91,1
914.95,47.21,183.9,7.627965400000001,191.2,8.612219,20.02,11650.0,90.68,1
918.1229673,69.68737309999999,224.59488369999997,3.65013425,242.07766850000002,4.774079056000001,0.0,0.0,17.108539899999997,0
920.36,74.192,56.1,4.7199434,72.7,5.5699806,0.0,0.0,14.73,0
923.62,62.6,63.7,4.9436374,75.5,6.0621074,0.0,0.0,28.55,0
922.7114406999999,47.52111016,198.5919491,6.11125373,215.4258051,7.451948552999999,0.0,0.0,50.75183903,0
915.29,58.82,182.6,15.613841199999998,189.0,,0.0,0.0,21.5,1
916.45,62.653999999999996,193.7,3.5343652000000003,208.8,4.4291412,0.0,0.0,47.43,1
922.88,53.744,186.9,2.8185444,223.2,3.6685816,0.0,0.0,28.68,1
915.1,47.138000000000005,189.8,3.8922756,215.5,5.480503,0.0,0.0,72.29,1
918.29,75.236,210.9,2.3040482000000004,232.8,2.9751302,0.0,0.0,35.96,1
919.5613327,69.16552065,137.1448756,1.382894185,123.0190307,2.031606785,0.0,0.0,15.93544664,0
917.3973493999999,79.24467791,97.26776438,1.110306816,95.59336009999998,1.542676075,0.0,0.0,13.36818385,0
918.2,65.984,172.5,2.8856526000000002,210.3,3.7580592000000004,0.0,0.0,13.85,1
915.17,51.17,235.3,1.565858,237.4,2.4158952,0.0,0.0,89.85,1
920.7,76.172,190.9,6.263432,199.6,7.270055,0.0,0.0,35.85,1
920.59,75.002,89.7,1.1632088,91.1,1.789552,0.0,0.0,13.92,0
918.32,74.732,239.5,2.0579848000000003,273.4,3.019869,0.0,0.0,27.48,1
920.18,62.744,32.6,3.019869,51.3,3.8251673999999998,0.0,0.0,45.21,1
913.61,79.628,180.5,3.2659324,187.9,3.7580592000000004,0.0,0.0,12.76,1
923.3172954,70.34564733,194.7326523,4.181992575,219.3140312,5.4023801339999995,0.0,0.0,18.35525613,0
917.69,75.038,79.7,3.131716,82.8,4.8317904,0.0,0.0,48.53,1
923.3242454,57.18647316,44.70418577,9.994809533,66.6391055,12.92188913,0.0,0.0,17.44536238,0
916.04,88.844,176.0,1.4092722,112.8,2.1922012000000004,0.0,0.0,7.37,1
923.485042,68.45261063,38.37667759,4.671545946,64.92977632,6.483996384,0.0,0.0,18.39975068,0
916.5,76.928,159.1,1.2974252,206.2,1.9237683999999997,0.0,0.0,42.52,1
918.0,66.866,198.4,2.684328,210.8,3.2659324,0.0,0.0,62.27,1
916.27,71.726,189.5,12.2136924,194.9,13.4440094,0.0,0.0,16.09,1
919.61,70.25,119.4,3.4001487999999997,162.6,5.0778538,0.0,0.0,19.64,0
920.2015859999999,57.81023706,80.48035523,5.38511667,93.97028884,7.435259553,0.0,0.0,14.3792334,0
918.8,48.416000000000004,24.8,2.0579848000000003,60.1,2.9527607999999996,0.0,0.0,65.12,1
921.6348995999999,65.89729045,73.48641858,3.0169720030000002,93.28223484,4.018967337,0.0,0.0,10.72026911,0
919.08,72.752,166.0,2.460634,198.9,3.131716,0.0,0.0,41.95,1
913.06,64.814,139.9,1.1855782,184.0,1.9461378,0.0,0.0,60.8,1
921.9332983999999,64.61826922,73.21344511,3.8155919810000003,92.03319361,4.733501,0.0,0.0,12.284973800000001,0
917.21,75.416,173.5,2.3040482000000004,194.5,3.1540854,0.0,0.0,48.57,1
923.8315596000001,50.00212297,198.88916030000001,5.9064336,215.506795,7.1657175429999995,0.0,0.0,39.93988672,0
921.1862235,71.20382278,214.24893840000001,1.690793397,173.3888784,2.6736814669999998,0.0,0.0,17.10315068,0
915.56,57.308,180.0,9.4846256,185.1,10.3794016,0.0,0.0,37.21,1
918.77,68.648,160.3,2.1474623999999998,198.4,2.9527607999999996,0.0,0.0,34.08,1
914.97,73.688,188.2,2.2593094,186.6,3.0646077999999997,0.0,0.0,40.98,1
924.722875,61.12808283,40.67343578,8.576565466,65.42982736,11.44865044,0.0,0.0,17.20774274,0
916.79,76.42399999999999,186.4,2.3935258,190.2,3.2883017999999997,0.0,0.0,33.11,1
916.55,57.956,174.4,3.131716,195.0,4.0712307999999995,0.0,0.0,60.46,1
919.66,66.92,105.4,2.2145706,147.0,3.1988242000000002,0.0,0.0,28.14,0
923.1877827,56.53274375,50.09369378,7.6955706489999995,56.99795789,9.427236293,0.0,0.0,13.49691652,0
916.55,53.51,205.8,3.802798,226.1,4.9436374,0.01,10.0,84.48,1
917.22,79.952,52.8,3.6014733999999997,68.6,4.585726999999999,0.0,0.0,23.25,1
919.9,56.048,58.8,3.8699062000000004,70.3,4.5409882,0.0,0.0,18.95,0
921.7,53.56399999999999,48.2,5.256809,64.4,6.8002975999999995,0.0,0.0,19.89,0
919.27,50.053999999999995,37.8,2.9303914,63.9,3.9593837999999995,0.0,0.0,70.76,1
926.1773682,66.06856811,56.82077877,16.99667398,69.30130963,20.49697829,0.0,0.0,14.58678058,0
921.5741147,75.25061053,225.30220690000002,1.963296053,251.3447767,2.648661988,0.035743013,268.0726009,43.52907512,0
918.32,55.45399999999999,47.9,6.4647566,63.6,7.8516594,0.0,0.0,24.28,0
915.7,56.534,143.5,1.6329662,174.0,2.1698318,0.0,0.0,81.99,1
921.507308,73.19115622,165.5487395,3.390924927,206.1791945,5.577992393,0.0,0.0,13.80796287,0
917.6,47.66,204.0,1.6105968000000002,183.2,2.23694,0.0,0.0,89.84,1
920.77,70.718,181.0,4.4067718000000005,188.2,5.0778538,0.0,0.0,13.16,0
915.6968387000001,86.23975056,234.1895664,1.742951989,125.5030256,2.503003987,0.0,0.0,8.810402446,0
913.7,64.88600000000001,185.9,3.467257,197.0,4.0936002,0.0,0.0,38.22,1
921.2110659,59.81076306,55.303143000000006,17.89629188,76.74202225,23.43976847,0.0,8.213187173,8.762945026,0
920.9,60.31399999999999,214.5,2.3040482000000004,239.3,2.8856526000000002,0.0,0.0,62.44,1
918.7138944,65.21846162,65.723783,5.723355288,79.36463343,7.095593332000001,0.0,0.0,18.634756600000003,0
917.7062235999999,81.45133349,121.88181159999999,1.7346416130000002,83.95062116,2.427703597,0.0,0.0,15.90510835,0
919.6,46.922,205.6,16.2401844,214.7,18.052105800000003,0.03,293.0,91.34,1
925.96,56.966,51.7,17.873150600000002,66.3,22.2799224,0.0,10.0,15.36,0
918.98,78.944,268.0,1.565858,241.1,2.1027236,0.0,0.0,36.35,1
917.7,74.786,40.2,6.666081200000001,59.5,8.299047400000001,0.0,0.0,22.33,0
919.9030809000001,55.96469778,48.10559492,8.828660563,64.13454679,11.03419158,0.0,0.0,20.43537504,0
923.61,58.406000000000006,47.7,10.6030956,67.1,13.622964600000001,0.0,0.0,17.98,0
915.15,84.236,203.6,1.11847,212.6,1.8342908,0.0,0.0,35.47,1
922.17,56.696000000000005,48.4,12.2136924,64.9,15.591471799999999,0.0,0.0,14.93,0
915.9,,183.3,4.7199434,189.9,5.346286599999999,0.0,0.0,29.26,1
918.4,60.926,189.3,5.1897008,195.6,5.6818276,0.0,0.0,13.16,1
919.4779271,68.06004299,47.04658845,10.56738329,64.8812473,13.6928726,0.0,6.534115493,9.374424197,0
916.1,51.224,199.9,3.2659324,220.1,4.026492,0.0,0.0,88.43,1
915.63,72.35600000000001,165.3,3.802798,179.0,5.256809,0.0,0.0,52.34,1
919.0,61.25,182.2,5.6147194,191.5,6.7331894,0.0,0.0,32.16,1
916.8176733999999,84.28745579,208.11834950000002,1.8927379619999998,108.3191396,3.085170344,0.0,0.0,13.6867076,0
914.98,84.36200000000001,178.4,1.4316416,209.3,1.9685072,0.0,0.0,37.64,1
918.8767447999999,77.08370529999999,183.3776772,4.324869059,193.009675,5.06360032,0.0,0.0,10.07382203,0
916.5,71.042,102.3,2.4158952,49.1,3.2211936000000003,0.0,0.0,49.01,1
922.1878752,56.86397406,48.38159909,12.29836798,64.90262870000001,15.68908393,0.0,0.0,14.94945239,0
922.57,69.368,193.5,2.6395892000000005,220.2,3.6014733999999997,0.0,0.0,19.95,0
924.14,55.562,222.4,3.243563,239.7,4.0488614,0.01,140.0,90.66,1
919.74,57.506,212.9,1.9685072,245.8,2.8185444,0.0,0.0,37.44,1
924.05,47.246,47.9,13.980875,68.3,17.8507812,0.0,20.0,16.71,0
920.59,42.62,163.8,5.256809,186.2,6.9121445999999995,1.53,4310.0,36.79,0
917.8,66.002,157.0,2.2816788,180.9,3.3106712,0.0,0.0,32.06,1
919.36,48.74,280.9,2.5277422,274.8,3.6685816,0.0,70.0,90.7,1
918.3914977,73.16857813,181.7207583,1.63004495,185.87755669999999,2.24738385,0.0,0.0,11.81458456,0
911.7,47.803999999999995,190.1,3.3106712,217.7,4.0712307999999995,0.0,0.0,90.09,1
920.93,75.434,40.2,2.1474623999999998,65.1,2.9751302,0.0,0.0,15.09,0
922.6982320000001,60.27479795,137.92494169999998,3.300545669,147.139294,5.146777719,0.0,0.0,19.8183735,0
922.9020623,60.81012419,269.1748773,1.906562783,232.723131,2.449735011,0.0,0.0,8.3099531,0
920.4057948999999,49.68650273,46.596378200000004,10.22502142,66.41307861,13.19277025,0.0,0.0,23.07243455,0
924.3902265,66.09908715,63.31115419,9.650178615,72.45162892,11.31602568,0.0,0.0,13.09353397,0
916.4,50.666000000000004,134.3,1.006623,172.3,1.4987498,0.0,0.0,91.15,1
913.52,62.51,182.9,8.3214168,189.1,9.3056704,0.0,0.0,40.25,1
907.99,41.36,161.2,12.258431199999999,187.7,17.7613036,0.98,3079.0,89.68,1
917.65,84.272,204.0,1.0513618,242.5,1.6105968000000002,0.0,0.0,16.68,0
920.0,74.89399999999999,46.7,6.979252799999999,64.8,8.970129400000001,0.0,0.0,27.36,1
915.49,59.324,162.1,3.3777794,180.8,4.5633576,0.0,0.0,66.45,1
922.89,63.176,183.6,4.4067718000000005,198.5,5.7265664,0.0,0.0,31.74,1
918.3,64.00399999999999,71.7,6.6213424,82.5,8.0306146,0.0,0.0,8.73,0
918.14,79.10600000000001,244.3,2.2816788,230.5,2.8856526000000002,0.0,0.0,20.13,0
918.3095406,75.05238781,183.2677142,2.0133374109999997,187.5795237,2.665303283,0.0,0.0,10.67546224,0
923.8852212999999,58.60710231,47.01875913,11.21570137,66.5550073,14.47634577,0.0,0.0,17.3082965,0
921.54,45.284,192.1,8.4108944,200.2,9.372778599999998,0.08,397.0,77.13,1
920.6273269999999,78.66944499,95.56109178,2.901135951,124.8664049,3.968540654,0.0,0.0,18.10408267,0
917.24,45.482,153.8,7.2253162,78.0,10.558356800000002,0.06,740.0,55.88,1
918.88,60.692,178.8,4.362033,185.4,4.921268,0.0,0.0,34.77,1
923.6,40.622,130.9,1.7224438000000002,163.1,2.7514362,0.0,10.0,79.26,1
921.1268633999999,48.61428416,42.355187799999996,11.313568199999999,65.46714208,15.033900199999998,0.0,0.0,28.24334024,0
921.6140613,60.53349648,35.94690682,4.472759068,55.81514063,5.664554056,0.0,0.0,11.81543762,0
923.7574672000001,70.92150085,195.4587087,5.090498516,218.7921781,6.46314964,0.0,0.0,17.41592061,0
919.0364127999999,74.21498778,108.7555383,2.924410013,59.47563149,3.6183569660000003,0.0,0.0,13.41607864,0
915.5,68.81,177.4,3.5567346,195.7,4.585726999999999,0.0,0.0,50.36,1
917.8075395,79.46219997,126.2423615,1.465764042,70.00171833,1.96225087,0.0,0.0,14.86957859,0
918.71,40.46,214.5,16.1283374,222.4,18.2757998,0.0,40.0,79.78,1
916.31,79.502,175.7,6.71082,187.0,8.142461599999999,0.0,0.0,24.16,1
914.7,63.571999999999996,171.9,8.5674802,182.8,10.625465,0.0,0.0,51.62,1
917.86,66.77600000000001,207.6,1.5211192,241.5,2.3040482000000004,0.0,0.0,51.97,1
920.4809981000001,65.51923570000001,111.7479205,3.77668495,52.27047864,4.586099132,0.0,0.0,22.89603974,0
919.28,72.64399999999999,95.9,4.7199434,85.6,5.8831522000000005,0.01,20.0,47.51,1
915.6,56.282,178.3,3.1988242000000002,201.7,4.1607084,0.0,0.0,89.95,1
918.9,76.874,343.4,2.8632832,147.8,3.6685816,0.0,0.0,32.28,1
917.4,70.322,176.2,6.129215599999999,184.0,7.1358386,0.05,270.0,49.43,1
921.65,62.87,56.7,10.714942599999999,77.3,13.7124422,0.0,0.0,21.11,0
915.61,69.314,46.7,10.916267199999998,64.5,14.204569000000001,0.0,10.0,8.3,0
915.8361258,70.55233656,178.2177358,3.337398212,186.3637652,4.142721001,0.0,0.0,10.91538616,0
922.18,42.476000000000006,195.4,7.1358386,208.5,8.4556332,0.0,0.0,84.08,1
923.5521786,71.09229021,197.674723,3.9428639160000003,210.8224238,5.165807062,0.0,0.0,13.30978526,0
921.4455101,62.93208054,65.04693863,9.134018007,80.4816318,11.65902058,0.0,0.0,16.54143045,0
920.85,57.398,47.5,9.1267152,58.9,10.6030956,0.0,0.0,13.49,0
920.02,49.946000000000005,183.4,8.388525,193.7,9.8201666,0.0,0.0,50.36,1
921.34,62.402,59.1,11.833412599999999,86.3,16.575725400000003,0.0,0.0,20.63,0
916.5815038999999,75.22466243,177.44370130000001,6.690025815,185.46776359999998,7.53528201,0.0,0.0,15.48874732,0
922.32,55.526,215.9,9.395147999999999,228.5,10.849159,0.02,60.0,91.12,1
917.08,63.968,220.0,3.4896263999999997,230.0,4.362033,0.0,0.0,22.56,1
920.0421425000001,65.20178968,122.9616493,3.626740706,48.25147194,4.628611525,0.0,0.0,24.3668217,0
920.5,40.838,185.3,5.5699806,203.3,6.979252799999999,0.0,90.0,70.31,1
916.45,74.318,129.3,1.0513618,102.2,1.7671826000000002,0.0,0.0,24.75,1
915.4,45.391999999999996,249.3,11.2070694,289.7,15.0098674,0.56,2495.0,90.47,1
919.55,59.09,49.0,20.893019600000002,58.5,24.6958176,0.0,0.0,12.86,0
917.6,74.93,63.9,11.6544574,84.7,15.099345000000001,0.0,70.0,53.83,1
921.3913192,68.22350765,199.1894024,4.538617584,208.44464440000002,5.40260097,0.0,0.0,10.45281845,0
917.56,68.612,171.6,7.605596,179.6,8.6793272,0.0,0.0,40.14,1
923.9079208999999,72.72259406,225.40660069999998,2.611461343,222.4772277,3.461424717,0.0,0.0,16.69798676,0
918.1,73.454,198.9,1.4540110000000002,175.3,2.23694,0.0,0.0,19.25,1
919.6158852,71.29991157,47.04243047,4.266622538,80.47154209,6.046422157,0.0,0.0,14.42305345,0
914.06,68.63,180.0,3.9817532,200.2,5.0778538,0.0,0.0,59.21,1
915.2653903999999,80.31328745,147.9977025,1.3817214880000002,145.4863187,1.838716306,0.0,0.0,19.29905188,0
923.054433,65.16357022,151.842544,3.5440454939999997,181.1710081,4.943764538,0.0,0.0,11.99979093,0
914.83,74.57,175.5,1.4092722,153.8,2.23694,0.0,0.0,47.51,1
916.65,89.402,185.2,1.7224438000000002,217.5,2.1922012000000004,0.0,0.0,12.05,0
919.47,84.57799999999999,53.0,3.131716,78.0,3.9817532,0.0,0.0,16.74,1
923.5966068,58.38059785,47.73775266,10.63627255,67.14584251,13.67142306,0.0,,17.99087636,0
915.1019014000001,73.21167026,210.4389883,1.3595703380000002,126.3068145,1.9887850630000001,0.0,0.0,22.7612053,0
919.71,70.286,149.3,2.796175,233.4,5.1449620000000005,0.171,999.0,12.21,0
916.9,68.378,333.0,0.6934514,143.8,1.2750558,0.0,0.0,20.19,1
923.78,64.454,150.3,4.0041226000000005,179.1,5.5699806,0.0,0.0,10.97,0
922.85,63.086000000000006,47.7,15.434885999999999,65.0,19.304792199999998,0.0,0.0,15.67,0
920.4,59.54,277.8,1.9461378,257.4,2.4830034,0.86,6950.0,43.63,1
920.5277587000002,60.43336922,55.19383295,12.48279264,73.42785151,15.31898188,0.0,0.0,18.13637262,0
921.4611652000001,63.11632857,65.07102334,9.38454164,80.62614005,11.99709279,0.0,0.0,16.22531864,0
923.82,64.36399999999999,126.4,2.9751302,63.8,3.467257,0.0,0.0,22.19,1
915.73,45.733999999999995,182.2,7.3147937999999995,190.1,8.500372,0.0,0.0,90.61,1
917.15,49.37,169.0,10.2004464,184.6,12.661080400000001,0.0,0.0,34.7,1
922.7542207,50.31093889,47.771267,13.45038354,67.99995535,17.76127697,0.0,0.0,28.34741392,0
